101019,7,Arizona State University at Joe Carlson Elementary,1700 North Louis Avenue,Douglas,AZ,"""85607"""
101019,8,Arizona State University at Ganado Middle School (Ganado Unified School District,Hwy. 264,Ganado,AZ,"""86505"""
101019,9,Arizona State University at Mirage School (Deer Valley School District),3910 W Groves Avenue,Glendale,AZ,"""85308"""
101019,10,Arizona State University at Sonoran Sky Elementary (Pendergast PDS Site),10150 W. Missouri Avenue,Glendale,AZ,"""85301"""
101019,11,Arizona State University at Lake Havasu,98 Swanson Plaza,Lake Havasu City,AZ,"""86043"""
101019,12,Arizona State University at Cloves Campbell School (Roosevelt District PDS),2624 E. South Mountain Avenue,Phoenix,AZ,"""85042"""
101019,13,Arizona State University at Longview School,1209 East Indian School Road,Phoenix,AZ,"""85014"""
101019,14,Arizona State University at Madison Park Middle School (Madison Elem District),1431 E. Campbell Avenue,Phoenix,AZ,"""85014"""
101019,15,Arizona State University at Mayo Clinic Hospital,5777 East Mayo Boulevard,Phoenix,AZ,"""85054"""
101019,16,Arizona State University at Palomino Elementary School (Paradise Valley PDS Site),15833 N 19th Street,Phoenix,AZ,"""85032"""
101019,17,Arizona State University at Phoenix College (Phoenix Metro Area),1202 West Thomas Road,Phoenix,AZ,"""85013"""
101019,19,Arizona State University at Gadsden Jr. High School (San Luis PDS Site),963 N. 8th Avenue,San Luis,AZ,"""85349"""
101019,20,Arizona State University at Hohokam School,8451 E. Oak Street,Scottsdale,AZ,"""85251"""
101019,21,Arizona State University at TB&B Parkside,8355 E. Hartford Drive,Scottsdale,AZ,"""85260"""
101019,22,Arizona State University at ASU Research Park,"7700 South River Parkway, Bldg. #118",Tempe,AZ,"""85084"""
101019,23,Arizona State University at Eastern Arizona College,615 N Stadium Avenue,Thatcher,AZ,"""85552"""
101019,24,Arizona State University at Sunnyside Unified School District,2238 E. Ginter Road,Tucson,AZ,"""85706"""
101019,25,Arizona State University at Tucson,340 N. Commerce Park Loop,Tucson,AZ,"""85745"""
101019,26,Arizona State University at Michael Anderson Elementary School,45 S. 3rd Avenue,Avondale,AZ,"""85323"""
101019,27,Arizona State University at San Carlos Unified School District,45 San Carlos Avenue,San Carlos,AZ,"""85550"""
101019,28,Arizona State University at Sunnyside Unified School District (Esperanza Elem Sc,2353 E. Bantam Road,Tucson,AZ,"""85706"""
101019,29,Arizona State University at Flagstaff,1200 S Beaver Street,Flagstaff,AZ,"""86011"""
101019,30,Arizona State University at Chandler Instructional Resource Center,500 West Galveston Street,Chandler,AZ,"""85225"""
101019,31,Arizona State University at Dysart District Office,11405 North Dysart Road,El Mirage,AZ,"""85335"""
101019,32,Arizona State University at Barry Goldwater High School,2820 West Rose Garden Lane,Phoenix,AZ,"""85027"""
101019,33,Arizona State University at Isaac Junior High School,3402 West McDowell Road,Phoenix,AZ,"""85009"""
101019,34,Arizona State University at Kyrene de la Mariposa School,50 E. Knox Rd.,Tempe,AZ,"""85284"""
101019,35,Arizona State University at Madison School No. 2,2002 East Campbell Avenue,Phoenix,AZ,"""85016"""
101019,36,Arizona State University at Mesa School Student Service Center,1025 North Country Club Drive,Mesa,AZ,"""85201"""
101019,37,Arizona State University at Mohave School,5520 North 86th Street,Scottsdale,AZ,"""85250"""
101019,38,Arizona State University at Phoenix Prep Academy,735 East Filmore Street,Phoenix,AZ,"""85006"""
101019,39,Arizona State University at Supai Middle School,6720 E. Continental,Scottsdale,AZ,"""85257"""
101019,40,Arizona State University at Tempe Elementary District #3,3205 South Rural Road,Tempe,AZ,"""85282"""
101019,41,Arizona State University at Tempe Learning Center,3500 South Rural Road,Tempe,AZ,"""85282"""
101019,42,Arizona State University at Tempe Union High School,1730 South Mill Avenue,Tempe,AZ,"""85281"""
101019,43,Arizona State University at Peoria Unified District #11,6330 West Thunderbird Road,Glendale,AZ,"""85306"""
101019,44,Arizona State University at Basha Elementary School,3535 S. Basha Rd.,Chandler,AZ,"""85248"""
101019,45,Arizona State University at Corona Del Sol High School,1001 East Knox Road,Tempe,AZ,"""85284"""
101019,46,Arizona State University at Sunnyslope Elementary,801 West Peoria Avenue,Phoenix,AZ,"""85029"""
101019,47,Arizona State University at Val Vista Lakes Elementary School,1030 North Blue Grotto,Gilbert,AZ,"""85234"""
101019,48,Arizona State University at Verrado Middle School,20880 West Main Street,Buckeye,AZ,"""85396"""
101019,49,Arizona State University at Whiteriver Elementary School,P.O. 190; 1 North Ave.,Whiteriver,AZ,"""85941"""
101019,50,Arizona State University at Deer Valley School District,20402 North 15th Avenue,Phoenix,AZ,"""85027"""
101019,51,Arizona State University at Indian Oasis Intermediate School,111 Main Street,Sells,AZ,"""85634"""
101019,52,Arizona State University at Madison Elementary District #3,5601 North 16th Street,Phoenix,AZ,"""85016"""
101019,52,Arizona State University at Madison Elementary District #3,5601 North 16th Street,Phoenix,AZ,"""85016"""
101019,53,Arizona State University at Madison School No. 3,5601 North 16th Street,Phoenix,AZ,"""85016"""
101028,2,Arizona Western Collage at Entrepreneurial Center,1351 S. Redondo Center Drive,Yuma,AZ,"""85365"""
101028,3,Arizona Western Collage at San Luis Learning Center,1340 N 8th Avenue,San Luis,AZ,"""85349"""
101028,4,Arizona Western College at Somerton Center,1011 N. Somerton Avenue,Somerton,AZ,"""85350"""
101028,5,Arizona Western College at La Paz Learning Center,601 W. 11th Street,Parker,AZ,"""85344"""
101037,2,University of Arizona - University of Arizona South,1140 N. Colombo Ave.,Sierra Vista,AZ,"""85635"""
101037,3,UA College of Medicine - Phoenix and Partnership with ASU,550 E. Van Buren Street,Phoenix,AZ,"""85004"""
101037,4,University of Arizona - Douglas,4190 W Highway 80,Douglas,AZ,"""85607-6190"""
101037,5,University of Arizona at Eller MBA,"16425 N. Pima Road, Suite 370",Scottsdale,AZ,"""85620"""
101037,6,"University of Arizona at Pima Community College, East",8181 E. Irvington Road,Tucson,AZ,"""85709"""
101037,7,University of Arizona - Downtown,"Roy Place Building, 4460 North Stone Avenue",Tucson,AZ,"""85701"""
101037,8,University of Arizona - Pima Desert Vista,5901 South Calle Santa Cruz,Tucson,AZ,"""85709-6000"""
101037,9,University of Arizona - Pima Downtown,1255 N. Stone Avenue,Tucson,AZ,"""85709-3000"""
101037,10,University of Arizona - Pima West,2202 West Anklam Road,Tucson,AZ,"""85709-0001"""
101037,11,University of Arizona - Science and Technology Park,9040 S. Rita Road,Tucson,AZ,"""85747"""
101037,12,University of Arizona - Santa Cruz,455 N. Arroyo Blvd. Suite 25,Nogales,AZ,"""85621"""
101037,13,University of Arizona at Chandler Downtown,125 E. Commonwealth Ave.,Chandler,AZ,"""85225"""
101037,14,University of Arizona at Paradise Valley Community College,18401 N. 32nd Street,Phoenix,AZ,"""85302"""
101037,15,University of Arizona at Vail Unified School District,12775 E. Mary Ann Cleveland Way,Vail,AZ,"""85641"""
101046,2,The Art Center Design College - Albuquerque,5000 Marble NE,Albuquerque,NM,"""87110"""
101046,2,The Art Center Design College - Albuquerque,5000 Marble NE,Albuquerque,NM,"""87110"""
101055,2,Brillare Hairdressing Academy - Phoenix,15210 S. 50TH STREET SUITE 150,PHOENIX,AZ,"""85044"""
101064,2,Central Arizona College - Aravaipa Campus,80440 E Aravaipa Road,Winkelman,AZ,"""85292"""
101064,3,Central Arizona College - Superstition Mountain Campus,273 Old West Highway,Apache Junction,AZ,"""85219-5231"""
101064,3,Central Arizona College - Superstition Mountain Campus,273 Old West Highway,Apache Junction,AZ,"""85219-5231"""
101064,4,Central Arizona College - Florence Center (ASPC),"800 E. Butte, Building 100",Florence,AZ,"""85232"""
101064,6,Central Arizona College at Corporate Center,"540 N. Camino Mercado, Suite 1",Casa Grande,AZ,"""85222"""
101064,7,Central Arizona College at Maricopa Center,20800 N. John Wayne Parkway,Maricopa,AZ,"""85239"""
101064,9,Central Arizona College - Maricopa,17945 N. Regent Drive,Maricopa,AZ,"""85138"""
101082,2,Charles of Italy Beauty College at Mohave Valley,"2135 South Highway 95, Suite 191",Bullhead City,AZ,"""86440"""
101091,2,Cochise College - Sierra Vista Campus,901 North Colombo Avenue,Sierra Vista,AZ,"""85650"""
101091,3,Cochise College at Benson Center,1025 State Route 90,Benson,AZ,"""85602-6501"""
101091,4,Cochise College at Arizona State Prison,6911 North BDI Boulevard,Douglas,AZ,"""85607"""
101091,5,Cochise College at Ft. Huachuca,Army Education Center Bldg 52104,Ft. Huachuca,AZ,"""85613-6000"""
101091,6,Cochise College at Nogales Center,21 East Court Street,Nogales,AZ,"""85621"""
101091,7,Cochise College at Willcox Center,1110 West Fremont Street,Willcox,AZ,"""85643"""
101161,2,Eastern Arizona College - Gila Pueblo Campus,8274 Six Shooter Canyon Rd.,Globe,AZ,"""85502-2656"""
101161,3,Eastern Arizona College - Payson Campus,201 N. Mud Springs Rd.,Payson,AZ,"""85547-0359"""
101161,4,Eastern Arizona College at Morenci,538 Stadium Drive,Morenci,AZ,"""85540"""
101161,5,Eastern Arizona College at Eastern Arizona Academy of Cosmetology,1926 West Thatcher Boulevard,Safford,AZ,"""85546"""
101161,6,Eastern Arizona College at Swift Trail Correctional Institute,1529 W. Highway 366,Safford,AZ,"""85546"""
101161,7,Eastern Arizona College at San Carlos,Corner of Tonto and Mesa Drives,San Carlos,AZ,"""85550"""
101198,2,Maricopa Community Colleges-Glendale Community College at Tractor Trailer Driving,6002 W. Sherman St.,Phoenix,AZ,"""85043-3535"""
101198,3,Maricopa Community Colleges-Glendale Community College at Communiversity@Surprise,15950 West Civic Center Plaza,Surprise,AZ,"""85374"""
101198,5,Maricopa Community Colleges at Glendale Regional Public Safety Training Center,11550 W. Glendale Ave.,Glendale,AZ,"""85307"""
101198,6,Maricopa Community Colleges at Arizona Law Enforcement Academy,10001 S. 15th Ave,Phoenix,AZ,"""85041"""
101198,7,Maricopa Community Colleges at Buckeye Fire Department,115 S. 7th St.,Buckeye,AZ,"""85326"""
101204,2,Grand Canyon University at Presbyterian Healthcare Services (PHS) Northside,5901 Harper Drive Northeast,Albuquerque,NM,"""87109"""
101204,3,Grand Canyon University at Avondale Fire Department,1825 N 107th Ave,Avondale,AZ,"""85323"""
101204,4,Grand Canyon University at Estrella Mountain Community College,3000 N. Dysart Road,Avondale,AZ,"""85392"""
101204,5,Grand Canyon University at Casa Grande Medical Center,1800 E. Florence Blvd,Casa Grande,AZ,"""85222"""
101204,6,Grand Canyon University at Chandler Regional Medical Center,475 S. Dobson Rd,Chandler,AZ,"""85224"""
101204,7,Grand Canyon University at Banner Gateway Medical Center,1900 N. Higley Road,Gilbert,AZ,"""85234"""
101204,8,Grand Canyon University at Mercy Gilbert Medical Center,3555 S. Val Vista Drive,Gilbert,AZ,"""85296"""
101204,9,Grand Canyon University at Abrazo Phoenix / West Valley Hospital,13677 W. McDowell Rd,Goodyear,AZ,"""85338"""
101204,10,Grand Canyon University at AT Still University,5850 E. Still Circle,Mesa,AZ,"""85206"""
101204,11,Grand Canyon University at Banner Baywood Medical Center,6644 E. Baywood Avenue,Mesa,AZ,"""85206"""
101204,12,Grand Canyon University at Banner Desert Medical Center,1400 S Dobson Rd,Mesa,AZ,"""85202"""
101204,13,Grand Canyon University at Mesa Community College,1833 W. Southern Avenue,Mesa,AZ,"""85202"""
101204,14,Grand Canyon University at Mesa Unified School District,63 E Main St,Mesa,AZ,"""85621"""
101204,15,Grand Canyon University at Mountain Vista Medical Center,1301 S. Crimson Road,Mesa,AZ,"""85209"""
101204,16,Grand Canyon University at Public Safety Administration Building,8351 W. Cinnabar Avenue,Peoria,AZ,"""85345"""
101204,17,Grand Canyon University at Banner - Thunderbird,5555 W Thunderbird Rd,Phoenix,AZ,"""85306"""
101204,18,Grand Canyon University at Banner Estrella Medical Center,9201 W Thomas Road,Phoenix,AZ,"""85037"""
101204,19,Grand Canyon University at Banner Good Samaritan Med. Center,1111 E McDowell Rd,Phoenix,AZ,"""85006"""
101204,20,Grand Canyon University at John C. Lincoln - North Mountain,9202 N 2nd St,Phoenix,AZ,"""85020"""
101204,21,"Grand Canyon University at John C. Lincoln, Deer Valley",19829 N 27th Ave,Phoenix,AZ,"""85027"""
101204,22,Grand Canyon University at Maricopa County Medical Center,2601 E. Roosevelt St,Phoenix,AZ,"""85008"""
101204,23,Grand Canyon University at Mayo Clinic Hospital,5777 E. Mayo Blvd,Phoenix,AZ,"""85054"""
101204,24,Grand Canyon University at Phoenix  VA Healthcare System,650 E. Indian School Rd.,Phoenix,AZ,"""85012-1892"""
101204,25,Grand Canyon University at Phoenix Children's Hospital,1919 E. Thomas Rd,Phoenix,AZ,"""85016"""
101204,26,Grand Canyon University at St. Joseph Hospital,350 W. Thomas Rd,Phoenix,AZ,"""85013"""
101204,27,Grand Canyon University at Scottsdale Healthcare - Osborn,7400 E. Osborn Rd,Scottsdale,AZ,"""85251"""
101204,28,Grand Canyon University at Scottsdale Healthcare - Shea,9003 E Shea Blvd,Scottsdale,AZ,"""85260"""
101204,29,Grand Canyon University at Banner Boswell,10401 W. Thunderbird Blvd,Sun City,AZ,"""85351"""
101204,30,Grand Canyon University at GCU Tempe,"1150 W. Grove Parkway, Suite 101",Tempe,AZ,"""85283"""
101204,31,Grand Canyon University at Tempe St. Lukes Medical Center,1500 S. Mill Ave,Tempe,AZ,"""85281"""
101204,32,Grand Canyon University at St. Joseph's Hospital/Carondelet,350 W. Wilmot Rd,Tucson,AZ,"""85711"""
101204,33,Grand Canyon University at Tucson Medical Center,5301 E Grant Rd,Tucson,AZ,"""85712"""
101204,34,Grand Canyon University at Albuquerque,"6700 Jefferson NE, Building D, Suite D-2",Albuquerque,NM,"""87109"""
101204,35,Grand Canyon University at Casa Adobes Baptist Church,10801 North La Cholla Blvd,Tucson,AZ,"""85742"""
101204,36,Grand Canyon University at Jobing.com,4747 North 22nd Street,Phoenix,AZ,"""85016"""
101204,37,Grand Canyon University at Pantano Christian Church,10355 East 29th Street,Tucson,AZ,"""85748"""
101204,38,Grand Canyon University at Phoenix Baptist Hospital,2000 West Bethany Home,Phoenix,AZ,"""85015"""
101204,39,Grand Canyon University at Carondelet Holy Cross Hospital,1171 West Target Range Road,Nogales,AZ,"""85261"""
101204,40,Grand Canyon University at Chandler Fire Department,221 East Boston Street,Chandler,AZ,"""85225"""
101204,41,Grand Canyon University at Maricopa County Administration,"301 West Jefferson, Suite 240",Phoenix,AZ,"""85003"""
101204,42,Grand Canyon University at St. Mary's Hospital,1601 West St. Mary's Road,Tucson,AZ,"""85745"""
101204,43,Grand Canyon University at Maricopa County HR Office,301 West Jefferson,Phoenix,AZ,"""85006"""
101204,44,Grand Canyon University at Ritz Carlton,2401 East Camelback,Phoenix,AZ,"""85016"""
101204,45,Grand Canyon University at Tucson VA,3601 South 6th Ave,Tucson,AZ,"""85723"""
101204,46,Grand Canyon University at Fountain Hills HS,16100 East Palisades Blvd,Fountain Hills,AZ,"""85268"""
101204,47,Grand Canyon University at Maricopa County Sheriff's Dept,100 West Washington Street,Avondale,AZ,"""85003"""
101213,2,Anthem College - Atlanta,2450 Piedmont Road,Atlanta,GA,"""30324"""
101213,3,Anthem College - Kansas City,9001 State Line Rd,Kansas City,MO,"""64114"""
101213,3,Anthem College - Kansas City,9001 State Line Rd,Kansas City,MO,"""64114"""
101213,4,Anthem College - Sacramento,9738 Lincoln Village Drive #100,Sacramento,CA,"""95827"""
101213,4,Anthem College - Sacramento,9738 Lincoln Village Drive #100,Sacramento,CA,"""95827"""
101213,4,Anthem College - Sacramento,9738 Lincoln Village Drive #100,Sacramento,CA,"""95827"""
101213,5,Anthem College - St. Louis Park,5100 Gamble Drive,Saint Louis Park,MN,"""55416"""
101213,5,Anthem College - St. Louis Park,5100 Gamble Drive,Saint Louis Park,MN,"""55416"""
101213,5,Anthem College - St. Louis Park,5100 Gamble Drive,Saint Louis Park,MN,"""55416"""
101213,5,Anthem College - St. Louis Park,5100 Gamble Drive,Saint Louis Park,MN,"""55416"""
101213,6,Anthem Career College - Nashville,560 Royal Parkway,Nashville,TN,"""37211"""
101213,6,Anthem Career College - Nashville,560 Royal Parkway,Nashville,TN,"""37211"""
101213,6,Anthem Career College - Nashville,560 Royal Parkway,Nashville,TN,"""37211"""
101222,2,International Academy of Hair Design - Tempe,4812 South Mill Avenue,Tempe,AZ,"""85282"""
101222,3,International Academy of Hair Design - Phoenix,"7611 West Thomas Road, Suite F001-F004",Phoenix,AZ,"""85033"""
101222,4,International Academy of Hair Design - Phoenix,"9617 North Metro Parkway, Space 2112",Phoenix,AZ,"""85051"""
101286,2,Maricopa Community Colleges - Gateway Community College at TriCity Mechanical,6875 W. Galviston,Chandler,AZ,"""85226-2516"""
101286,3,Maricopa Community Colleges - Gateway Community College at Cutting Edge Style Academy,7565 W. Peoria Ave,Peoria,AZ,"""85345"""
101286,4,Maricopa Community Colleges - Gateway Community College at Arizona Field Ironworkers,950 E. Elwood,Phoenix,AZ,"""85040"""
101286,5,Maricopa Community Colleges - Gateway Community College at Arizona Millwright,4547 W. McDowell Rd.,Phoenix,AZ,"""85035-4159"""
101286,6,Maricopa Community Colleges - Gateway Community College at Heat & Frost Insulators,1841 North 24th Street,Phoenix,AZ,"""85016"""
101286,7,Maricopa Community Colleges - Gateway Community College at Maricopa County - Heavy Equipment Operators,2919 W. Durango,Phoenix,AZ,"""85009"""
101286,8,Maricopa Community Colleges - Gateway Community College at Maricopa Skills Center,1245 E. Buckeye Road,Phoenix,AZ,"""85034"""
101286,9,Maricopa Community Colleges - Gateway Community College at Phoenix Bricklaying and Tile Setting,2601 E. Monroe,Phoenix,AZ,"""85034"""
101286,10,Maricopa Community Colleges - Gateway Community College at Phoenix Electrical,615 W. Palo Verde,Phoenix,AZ,"""85012-1331"""
101286,11,Maricopa Community Colleges - Gateway Community College at Phoenix Painters & Decorators,1841 North 24th Street,Phoenix,AZ,"""85008"""
101286,12,Maricopa Community Colleges - Gateway Community College at Phoenix Pipefitting Trades,2950 W. Thomas Road,Phoenix,AZ,"""85016"""
101286,13,Maricopa Community Colleges - Gateway Community College at Phoenix Sheet Metal,2534 East Adams,Phoenix,AZ,"""85034"""
101286,14,Maricopa Community Colleges - Gateway Community College at Southwest Carpenters Training Fund,4547 W. McDowell,Phoenix,AZ,"""85035"""
101286,15,Maricopa Community Colleges - Gateway Community College at Southwest Electrical Training Center,1717 E. Van Buren St.,Phoenix,AZ,"""85006"""
101286,16,Maricopa Community Colleges - Gateway Community College at Northwest Valley,2931 W. Bell Road,Phoenix,AZ,"""85023"""
101286,17,Maricopa Community Colleges - Gateway Community College at APS Power Plant,5801 Wintersburg Road,Tonopah,AZ,"""85354"""
101295,3,Maricopa Community Colleges - Mesa Community College at Red Mountain,7110 E. McKellips Rd.,Mesa,AZ,"""85207"""
101295,4,Maricopa Community Colleges-Mesa Community College at Boswell,10401 West Thunderbird Blvd,Sun City,AZ,"""85351"""
101295,5,Maricopa Community Colleges - Mesa Community College at Downtown Center,145 N. Centennial Way,Mesa,AZ,"""85201"""
101295,6,Maricopa Community Colleges - Mesa Community College at Mesa Fire Department,3260 N. 40th Street,Mesa,AZ,"""85215"""
101295,7,Maricopa Community Colleges - Mesa Community College at Mesa Gateway Center,7440 E. Tahoe Avenue,Mesa,AZ,"""85212"""
